,id,lon,lat,geometry
59,200447.0,-15.484597122944995,16.55312500351499,POINT (-15.484597122944995 16.55312500351499)
60,200449.0,-15.480430456284996,16.55312500351499,POINT (-15.480430456284996 16.55312500351499)
62,203425.0,-15.482513789614996,16.55104167018499,POINT (-15.482513789614996 16.55104167018499)
63,203433.0,-15.465847122974996,16.55104167018499,POINT (-15.465847122974996 16.55104167018499)
66,206403.0,-15.480430456284996,16.54895833685499,POINT (-15.480430456284996 16.54895833685499)
67,206406.0,-15.474180456294995,16.54895833685499,POINT (-15.474180456294995 16.54895833685499)
68,206421.0,-15.442930456344996,16.54895833685499,POINT (-15.442930456344996 16.54895833685499)
72,215349.0,-15.449180456334997,16.54270833686499,POINT (-15.449180456334997 16.54270833686499)
77,218303.0,-15.497097122924997,16.540625003534988,POINT (-15.497097122924997 16.540625003534988)
78,218319.0,-15.463763789644997,16.540625003534988,POINT (-15.463763789644997 16.540625003534988)
82,221310.0,-15.434597123024997,16.53854167020499,POINT (-15.434597123024997 16.53854167020499)
87,224261.0,-15.488763789604995,16.53645833687499,POINT (-15.488763789604995 16.53645833687499)
88,224273.0,-15.463763789644997,16.53645833687499,POINT (-15.463763789644997 16.53645833687499)
89,224288.0,-15.432513789694998,16.53645833687499,POINT (-15.432513789694998 16.53645833687499)
94,233205.0,-15.461680456314998,16.53020833688499,POINT (-15.461680456314998 16.53020833688499)
95,233209.0,-15.453347122994998,16.53020833688499,POINT (-15.453347122994998 16.53020833688499)
98,239139.0,-15.503347122914995,16.526041670224988,POINT (-15.503347122914995 16.526041670224988)
100,242130.0,-15.474180456294995,16.52395833689499,POINT (-15.474180456294995 16.52395833689499)
102,245096.0,-15.497097122924997,16.52187500356499,POINT (-15.497097122924997 16.52187500356499)
103,245097.0,-15.495013789594998,16.52187500356499,POINT (-15.495013789594998 16.52187500356499)
104,245098.0,-15.492930456264997,16.52187500356499,POINT (-15.492930456264997 16.52187500356499)
106,248073.0,-15.497097122924997,16.51979167023499,POINT (-15.497097122924997 16.51979167023499)
107,248074.0,-15.495013789594998,16.51979167023499,POINT (-15.495013789594998 16.51979167023499)
108,248075.0,-15.492930456264997,16.51979167023499,POINT (-15.492930456264997 16.51979167023499)
114,253978.0,-15.599180456094995,16.51562500357499,POINT (-15.599180456094995 16.51562500357499)
117,256961.0,-15.586680456114998,16.51354167024499,POINT (-15.586680456114998 16.51354167024499)
123,259926.0,-15.611680456074996,16.511458336914988,POINT (-15.611680456074996 16.511458336914988)
124,259931.0,-15.601263789424998,16.511458336914988,POINT (-15.601263789424998 16.511458336914988)
125,259939.0,-15.584597122784997,16.511458336914988,POINT (-15.584597122784997 16.511458336914988)
131,262897.0,-15.624180456054996,16.50937500358499,POINT (-15.624180456054996 16.50937500358499)
132,262905.0,-15.607513789414996,16.50937500358499,POINT (-15.607513789414996 16.50937500358499)
133,262909.0,-15.599180456094995,16.50937500358499,POINT (-15.599180456094995 16.50937500358499)
134,262913.0,-15.590847122774996,16.50937500358499,POINT (-15.590847122774996 16.50937500358499)
139,265882.0,-15.607513789414996,16.50729167025499,POINT (-15.607513789414996 16.50729167025499)
140,265891.0,-15.588763789444997,16.50729167025499,POINT (-15.588763789444997 16.50729167025499)
141,265893.0,-15.584597122784997,16.50729167025499,POINT (-15.584597122784997 16.50729167025499)
142,265895.0,-15.580430456124995,16.50729167025499,POINT (-15.580430456124995 16.50729167025499)
147,268854.0,-15.617930456064997,16.50520833692499,POINT (-15.617930456064997 16.50520833692499)
148,268856.0,-15.613763789404995,16.50520833692499,POINT (-15.613763789404995 16.50520833692499)
149,268857.0,-15.611680456074996,16.50520833692499,POINT (-15.611680456074996 16.50520833692499)
150,268866.0,-15.592930456104996,16.50520833692499,POINT (-15.592930456104996 16.50520833692499)
151,268872.0,-15.580430456124995,16.50520833692499,POINT (-15.580430456124995 16.50520833692499)
155,271830.0,-15.620013789394998,16.503125003594988,POINT (-15.620013789394998 16.503125003594988)
156,271847.0,-15.584597122784997,16.503125003594988,POINT (-15.584597122784997 16.503125003594988)
166,277786.0,-15.615847122734998,16.49895833693499,POINT (-15.615847122734998 16.49895833693499)
167,277793.0,-15.601263789424998,16.49895833693499,POINT (-15.601263789424998 16.49895833693499)
168,277796.0,-15.595013789434995,16.49895833693499,POINT (-15.595013789434995 16.49895833693499)
169,277798.0,-15.590847122774996,16.49895833693499,POINT (-15.590847122774996 16.49895833693499)
170,277799.0,-15.588763789444997,16.49895833693499,POINT (-15.588763789444997 16.49895833693499)
171,277801.0,-15.584597122784997,16.49895833693499,POINT (-15.584597122784997 16.49895833693499)
172,277807.0,-15.572097122804998,16.49895833693499,POINT (-15.572097122804998 16.49895833693499)
175,280768.0,-15.605430456084996,16.496875003604988,POINT (-15.605430456084996 16.496875003604988)
176,280775.0,-15.590847122774996,16.496875003604988,POINT (-15.590847122774996 16.496875003604988)
177,280777.0,-15.586680456114998,16.496875003604988,POINT (-15.586680456114998 16.496875003604988)
178,280780.0,-15.580430456124995,16.496875003604988,POINT (-15.580430456124995 16.496875003604988)
179,283756.0,-15.582513789454996,16.49479167027499,POINT (-15.582513789454996 16.49479167027499)
180,283763.0,-15.567930456144998,16.49479167027499,POINT (-15.567930456144998 16.49479167027499)
181,283764.0,-15.565847122814995,16.49479167027499,POINT (-15.565847122814995 16.49479167027499)
186,286716.0,-15.617930456064997,16.49270833694499,POINT (-15.617930456064997 16.49270833694499)
187,286732.0,-15.584597122784997,16.49270833694499,POINT (-15.584597122784997 16.49270833694499)
188,286736.0,-15.576263789464996,16.49270833694499,POINT (-15.576263789464996 16.49270833694499)
192,289692.0,-15.620013789394998,16.49062500361499,POINT (-15.620013789394998 16.49062500361499)
193,289699.0,-15.605430456084996,16.49062500361499,POINT (-15.605430456084996 16.49062500361499)
194,289700.0,-15.603347122754997,16.49062500361499,POINT (-15.603347122754997 16.49062500361499)
195,289704.0,-15.595013789434995,16.49062500361499,POINT (-15.595013789434995 16.49062500361499)
196,289708.0,-15.586680456114998,16.49062500361499,POINT (-15.586680456114998 16.49062500361499)
197,289717.0,-15.567930456144998,16.49062500361499,POINT (-15.567930456144998 16.49062500361499)
198,289718.0,-15.565847122814995,16.49062500361499,POINT (-15.565847122814995 16.49062500361499)
204,292690.0,-15.576263789464996,16.48854167028499,POINT (-15.576263789464996 16.48854167028499)
205,292691.0,-15.574180456134997,16.48854167028499,POINT (-15.574180456134997 16.48854167028499)
213,295647.0,-15.617930456064997,16.48645833695499,POINT (-15.617930456064997 16.48645833695499)
214,295657.0,-15.597097122764996,16.48645833695499,POINT (-15.597097122764996 16.48645833695499)
221,298618.0,-15.630430456044998,16.48437500362499,POINT (-15.630430456044998 16.48437500362499)
222,298634.0,-15.597097122764996,16.48437500362499,POINT (-15.597097122764996 16.48437500362499)
237,301593.0,-15.634597122704998,16.482291670294988,POINT (-15.634597122704998 16.482291670294988)
238,301595.0,-15.630430456044998,16.482291670294988,POINT (-15.630430456044998 16.482291670294988)
239,301602.0,-15.615847122734998,16.482291670294988,POINT (-15.615847122734998 16.482291670294988)
244,304573.0,-15.628347122714995,16.48020833696499,POINT (-15.628347122714995 16.48020833696499)
